	job_id	title	location	department	salary_range	company_profile	description	requirements	benefits	telecommuting	has_company_logo	has_questions	employment_type	required_experience	required_education	industry	function	fraudulent
12247	17565	Daily Money Team Representative	US, , 	Work at home		Daily Money Team is the industry leader for the innovation of money making systems, providing reliable work for those who need a job.The Mission is to improve our communities and economy by supplying jobs to individuals in need of reliable income. Our Vision is to be the first internet based company to produce work for one million people by 2015.	Looking for customer service reps who want to work from homemake 80 - 100 dollars a day posting ads on the internet and taking calls. (NO START UP FEES. NO MONEY IS REQUIRED.)(#URL_9c99ae0c36e6544b08addd33c9b653be8dcd9a4a06227741b5c99f0fcc6bc505#). YOU DON'T HAVE TO SPEND ANY MONEY IF YOU DON'T WANT TO FOR THIS JOB.If interested give me a call. Jibre HordgesDaily Money Team#PHONE_cbe7e0d5a1e0b8fa567c655c73615fb22beaa3efa347a55d2177d51fa2b52666#	Must be articulate and able to communicate over the phone. Have customer service skills.	$20-100 per referral. Make up to $100/day	1	1	1						1
12250	17822	Webcam Model					Internet Modeling is a premier adult modeling agency recruiting and hiring webcam models for high paying webcam jobs.We are one of the oldest and most experienced online modeling agencies, representing webcam models since 1998. Our agency recruits for the largest network of adult websites such as #URL_7c618854292c1f4fe07b7bc848323c068e2d9c12d58c214d9120a1d491e9971c# and many others, with over five million visitors per day, so our cam models make the most money. We have many immediate webcam job openings for all types of camgirls and camguys, so you can become a webcam model, and start to make money webcam modeling in as little as a few days. Being a webcam model is one of the few jobs where you can make great money from the comfort of your own home while having fun!#URL_11ac604d942dee77d69c63d9e052daaf0b2cf204ec8484d5fd3ef2f998114c2f#	In order to be considered for a webcam model position, you MUST: - Be an attractive female or male over the age of 18 with a private place to work. - Be friendly, open minded, and feel comfortable in front of the camera. - Have a scanned image of a valid Driver's License, Passport, or other legal proof of age. - Have a computer with a P4 dual core or higher processor, and at least 1GB of RAM. - Have a high speed broadband Internet connection. - Have a good quality WEBCAM and MICROPHONE	We provide the following benefits to all our webcam models:- Earn from $0.80/minute up to 70% of your gross earnings paid weekly with no minimums. - 70% lifetime revenue share paid weekly for recording or uploading videos for sale. - Weekly bonus of up to 30%, so if you make $2,000 your net pay would be $2,600. - Work on one of the largest webcam networks with over 5 million visitors per day. - Advanced HD streaming technology with the best video and audio quality available. - Ability for models to accept private phone calls from clients during paid webcam shows. - The ability to work any hours you choose from any location with high speed Internet. - Absolutely no chargebacks or deductions, so models are paid for each valid private chat. - Models can block visitors by Country, City and State, and set up to 5 blocked areas. - Personal support rep that models can contact via email, Skype, or toll free phone. - Training from experienced webcam models for qualified new hires who request it. - Assistance in getting front page placement on our network of websites. - Weekly earnings payments by check, direct deposit, Payza, Payoneer, or Paxum. - No payment delay, so you get your money within 1 week of earning it. - No payroll or payout fees of any kind, so you receive the amount you earn. - Year end 1099 earnings statements for U.S. based models (issued and sent by us). - Private delivery address for gifts sent by clients (received and forwarded by us). - Anonymous email address to give out to clients for private messages. - Separate #URL_754e3a19fe90ffc5b0d770dae56b2206b3df7f4b2a5e008013c4b59036d3a065# search engine friendly short URL for each model. - Start working immediately after your application is approved. - The ability to earn commission for any new models you refer to us.Bonus Structure   Weekly Earnings Bonus Rate Bonus Pay Total Pay   $500 - $999 10% $50 - $99.90 $550 - $1,098.90   $1,000 - $1,999 20% $200 - $399.80 $1,200 - $2,398.80   $2,000 or more 30% $600 or more $2,600 or more    We never charge our models any fees, and do not ask for your credit card number at any time. All personal identity information you submit is kept strictly confidential.	0	0	1						1
12251	9969	Communications Manager 	US, NY, NY	Engineering		Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            	Qualified candidates are encouraged to apply directly to this job posting. Direct email and phone calls are not being considered. Thank you for your cooperation. Please no recruiters.Communications Manager | New York, NY, United StatesJOB DESCRIPTION:We help brand advertisers, agencies, publishers and ad networks intelligently, effectively and safely plan, buy and measure billions of video ad trades programmatically every month across Web, mobile and linear TV. #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s marketing and communications group works closely together and with colleagues across all departments to create, package and communicate the company’s market leadership around the world. We have a passion for telling the right story to the right people at the right time, and if you’d like to be part of the world’s greatest marketing and communications team, come tell us your story. The Communications Manager will be based in #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s New York City offices and report to our Director of Communications. While contributing to our overall global communications strategy across APAC and EMEA regions, the position will focus on the North American market. We are especially looking for creative writers who have the ability to explain complex ideas in simple ways and who are driven to making big ideas into reality. As such, you should have a solid understanding of the media and technology space, including industry trends and key players. Responsibilities for this critical position include:- Manage and execute on a strategic editorial and communications calendar that amplifies our presence at industry events and in key target media; - Writing, and lots of it. From press releases to copyediting and copywriting assignments, you’ll be doing a bit of everything that involves the written word- Proactive approach to content; bring new ideas to the table and make them come to life.- Demonstrate business impact of marketing and communications using existing and new digital and social media platforms (with a focus on Twitter, LinkedIn and Facebook)- Cultivate existing and develop new relationships with trade, business and tech media outlets, and position #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s executives as thought leaders on a number of relevant topics- Support for traditional PR and digital media programs internally and externally	Some of the desired skills and experience for this position include, but are not limited to:- BA/BS/Undergraduate (degree in Communications, English or Journalism is preferred) - 4-6 years of experience at PR agencies, in corporate communications or in journalism - Excellent writing and verbal communications skills - Experience and knowledge of tech PR - Strong, established business and trade press and analyst relationships - Team-oriented attitude and willingness to pitch in wherever needed - Desire to keep learning and advance within the company - Creativity and integrityBonus: - Experience working internationally - Experience working for an advertising technology company	Our core values drive our culture. This is what we believe:Why #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#? Watch our culture video to learn more.MAKE OUR CUSTOMERS SUCCESSFUL Our customers' success is ours. We live to solve their problems, improve their futures, and exceed their expectations. When our customers win, we win.SET THE BAR HIGH. We're trying to revolutionize an industry, so we can't be just good—we have to be the best. That means striving for the best team, product, and company on the planet.BE ACCOUNTABLE. We own our work. We keep our promises. And we always follow through. We take responsibility for failures, and humble bows for successes. There's no time for excuses and finger pointing.SHOW INTEGRITY. Forget loopholes, back doors, and shades of gray. We just say it. We are honest and straightforward with everyone. The only way we can bring clarity to a chaotic world is to walk-the-walk ourselves.MAKE EACH OTHER BETTER. Everything we achieve, we achieve together. Nobody is too important to grab a broom.ALWAYS MOVE FORWARD. We see the world as it could be, not just as it is. With our passion for finding new solutions to old problems, we're creating that new world. It's a future worth adapting to.The BenefitsGenerous paid time off to help you maintain a good work-life balanceFully catered lunches available everyday to all employees at the corporate officeOffices fully stocked with snacks and refreshments to keep you energized and productiveExtensive employee benefits and perks to show how much we value your effortsFun team events, company events, employee sponsored events, employee recognition awards, and more!Qualified candidates are encouraged to apply directly to this job posting. Direct email and phone calls are not being considered. Thank you for your cooperation. Please no recruiters.	0	1	0	Full-time	Mid-Senior level	Bachelor's Degree	Information Technology and Services	Engineering	1
12268	5586	Urgently Required System Administrator for  Bahrain	BH, 13, 	Information Technology 			Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings.VAM SYSTEMS is currently looking for System Administrator for our Bahrain operations.Certifications:-MCSA and vmware certification.Experience required: 5+ yearsTerms and conditions: Joining time frame: 2 weeks (maximum 1 month).The selected candidates shall join VAM SYSTEMS – Bahrain and shall be deputed to one of the leading organizations in Bahrain.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83# or call us  #PHONE_18a826c883d3d597793b4d350191430bd42ce0b93fe27a781a52e8a89e9ba78f#.          		Skill Set required:          Strong Experience in system administration.Should have experience in VMware, Win 2003 &amp; 2008, Linux servers, IBM Blade center, VMware, High Availability, DRS, vMotion and Storage.·         Experience in EMC Symmetrix, DMX and VMAX storage arrays, Symantec BackupExec 2010, IBM Tivoli Storage, SCCM 2007, exchange server 2010.	0	0	0						1
12278	17704	Cruise Staff Wanted *URGENT*	US, FL, fort lauderdale				6* Ultra Luxury American Cruise Company is urgently looking for the following positions:*Hospitality - For the many Bars &amp; Restaurants on board.*Retail - For the Duty FREE Shops &amp; Boutiques on board.*housekeeping - For the Housekeeping &amp; Cleaning jobs.*Office Admin - For the Front desk &amp; Tour booking jobs*Other Positions - DJ's, Security Staff, Photographers &amp; Nannies.Vessel type or operation: 6* Ultra Luxury Cruise.Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.Job Type: Perm.Sailing Area: World wide.Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!Job Description:A 6* Ultra Luxury Cruise Company are looking to recruit hardworking, enthusiastic cruise personal. This exciting opportunity is available to candidates who are willing to Learn, work &amp; are flexible.Candidate will also have Some Customer Service Skills, skills in Public Relations and are Good English speakers. Rotation is 4 months on 2 months off. Great Salary in Euros (TAX FREE) Pay is discussed via communication after full application proccess.If you are looking for a new adventure.. APPLY TODAY!Please send your resume to: #EMAIL_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b# (coppy &amp; paste this e-mail address)We will contact you shortly after within 24 hours.Looking forward to have you Aboard.Adrian WestDept. Rec.	Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.	Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!	0	0	0				Leisure, Travel & Tourism		1
12296	2434	Director of Technical Operations	US, NY, NY	Engineering		Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            	Director of Software Engineering's newly forming New York development team, you will be a “player-coach” who will contribute to and drive high-level architecture and planning, manage day-to-day issues, as well as roll up your sleeves and code when necessary.Responsibilities:  Inspire, mentor and lead our superb 30+ person engineering team using your experience and deep understanding of both leading-edge technologies and of motivation and leadership;Drive the aggressive growth and organization of Software Engineering as we double in size again over the next year;Contribute new technical insights and help decide design directions, while preserving the core cultural values that define #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# Engineering today, including: high level of personal performance; mutual trust; taking personal responsibility; flat &amp; informal organization; integrity; and a mutually supportive environment.	Requirements:  At least 10+ years in software development and increasing team management responsibilitiesStrong technical skills, including object-oriented design skills, familiarity with developing sophisticated and scalable web services infrastructures, high-performance backend platformsBS or MS in CS or Engineering desirableExcellent hands-on experience in C/C++ or JavaStrong familiarity with Linux, MySQL, and modern big data management approaches is very useful.	With headquarters in San Mateo, CA and offices around the world, is one of the leading technology companies in the high-growth video advertising industry. Comscore consistently ranks us (along with YouTube and Hulu) as one of the top 3 video ad platforms. We are experiencing explosive demand for our platform and services, and this is driving our aggressive growth in all parts of the company. We have doubled in size in the past year, and our growth has created a new opportunity for an aggressive, hands-on and visionary software leader who can help us grow even faster.	0	1	1	Full-time	Director	Master's Degree	Marketing and Advertising	Engineering	1
12322	11761	Process Safety Engineer	US, CA, Bakersfield	Oil & Energy		                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ]	We are a full-service engineering, project management, design and safety regulatory firm providing a wide array of services to support our client's specific project needs.Essential Duties and Responsibilities:* Interface with client and consult and make recommendations in regard to Process Safety Management implementation.* Facilitate Hazard and Operability analysis, what-if, checklist evaluation.* Develop operating procedures. * Coordinate compliance with PSI requirements.* Facilitate MOC, PSSR process.* Perform Safety objective analysis (SOA). 	Qualifications:Knowledge of Oil/Gas Processes including upstream/midstream processes.Experience with facilitating PHA and HAZOP sessions. * Knowledge and experience implementing Process Safety Management regulations in oil/gas. industry including PHA, PSI, MOC, PSSR, SOA, SOP's. Experience Preferred:Experience in process engineering: simulations, PFD's, P&amp;ID's, equipment specification, sizing, and data sheets. Familiarity with applicable codes like ASME, API, ANSI, NACE, OSHA, etc. Possess a minimum of Bachelor's Degree in Chemical or Mechanical Engineering from an accredited university.	* Clean, safe, enjoyable environment to work in with a great company culture that values work/life balance.* Competitive base rate + Incentives + Full Benefits Package + Retirement 401K 100% matched by company.* Relocation Assistance.* Signing Bonus.* Opportunity for Advancement.* Trips, outings, rafting trips, lunches, client appreciation get-togethers, company parties, great people, great culture!	0	1	1	Full-time	Mid-Senior level	Bachelor's Degree	Oil & Energy	Other	1
12341	17595	SAP BW Developer/Architect	US, TX, Houston				Assist with Full Lifecycle BW Implementation	Key Qualifications:Minimum of 8 years of experience as a SAP BW developer/architect for a large global organizationBachelor degree in Computer Science or related fieldExperience with multiple full lifecycle SAP BW global implementationsAbility to manage and lead global project teams and implementationsProficient with all stages of a project including Business Requirement gathering, Data Modeling, Design &amp; Build, Testing, Cutover, Global Rollouts, and Post Implementation SupportExperience in the Oil and Gas industry is highly desirableExcellent verbal and written communication skillsTeam player with the ability to work independently		0	0	1	Full-time			Information Technology and Services	Information Technology	1
12400	3948	Project Manager: Engineer	US, CA, Bakersfield	Oil & Energy		Process Unlimited and Refined Resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications to the HR Department within Refined Resources (#URL_481fc4262f0c07ace903481f1e036034d0bf128e0a91a2313344f34a26bca732#a).  #EMAIL_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3#Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#	We are a full-service engineering, project management, design and safety regulatory firm providing a wide array of services to support our client's specific project needs.Essential Duties and Responsibilities:* Develop budget and schedule in alignment with the scope.* Able to understand and comprehend the major process steps involved in the project.* Adequate knowledge in project deliverables like Process Flow Diagram, PID, Area classification drawing, electrical one line drawing, etc.* Able to develop the project execution plan.* Interface with the client and develop rapport.* Request appropriate resources to execute the project work.* Manage the project personnel.* Effective communication skills - with the client and inter discipline personnel within the company.* Project tracking/monitoring - budget and schedule with the help of project control personnel.* Perform engineering calculations to support the project* Follow and implement standard project procedures per ProU Project Procedure Manual* Ability to relate project drawings with field construction.* Soft skills to manage multidiscipline technical staff and promote team spirit to execute the project successfully.* Ability to control the quality of project deliverables.	Qualifications:Managed small to mid-size engineering projects.10 to 15+ years experience as a Mechanical, Chemical, or Process Engineer required.Five+ years experience as a Project Manager/Project Lead required.Oil &amp; Gas Upstream experience involving production surface facilities &amp; treatment (May have gas process plant experience).Familiarity with process industry standards and applicable codes like ASME, API, ANSI, NACE, etc.Must possess a minimum of a Bachelor's Degree in Mechanical or other Engineering field from an accredited university. Experience Preferred:PE registration in California preferred.PMP registration a plus.	What is Offered:* Clean, safe, enjoyable environment to work in with a great company culture that values work/life balance.* Competitive base rate + Incentives + Full Benefits Package + Retirement 401K 100% matched by company.* Relocation Assistance. * Signing Bonus.* Opportunity for Advancement.* Trips, outings, rafting trips, lunches, client appreciation get-togethers, company parties, great people, great culture!	0	1	1	Full-time	Mid-Senior level	Bachelor's Degree	Oil & Energy	Project Management	1
12412	5436	Mechanical Assembly & Test Technician	US, TX, Houston	I9 Manufacturing (345)			Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureAker Solutions, with North America locations in Houston, Mobile, Bakersfield, Calgary and St. Johns, is looking for talented individuals who can strengthen our team and support our ambitious growth plans within the oil and gas market.Responsibilities and tasksGeneral Summary:1. Under general supervision, performs complex mechanical assembly operations, often to close tolerances, working from written and verbal instructions. 2. Uses hand tools, power tools, and measuring devices. 3. The individual shall maintain general awareness of all environmental aspects and related impacts during assigned work activities.Essential Functions:Performs any combination of the following duties in the assembly and of mechanical equipment:• Inspects parts for work orders brought from warehouse for damage and records traceability on work order. • Assembles product per specified procedures and quality requirements.• Is able to set up test equipment to facilitate required test procedures.• Is able to flush lines and perform cleanliness tests on flushed lines with minimal supervision• Is able to perform hydro, gas and FAT tests with no supervision.• Is able to troubleshoot any equipment failures.• Is able to interact with Engineering on any assembly and/or test procedure or BOM changes required.• Is able to interact with 3rd party inspectors and customers relating to their products. • Signs and is responsible for, proper documentation of each step in procedure performed.• Performs intermediate assembly tasks such as cleaning, stamping, and etching.• Marks and/or tags components so that stock inventory can be tracked and identified.• Maintains a clean and safe work area.• May be assigned to perform duties other than those listed above.	Qualifications &amp; personal attributes1. High School diploma or equivalent2. Three or more years experience involving assembly and test of Subsea equipment or similar products.3. Must be able to read engineering drawings.4. Must be able to work independantly.	We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.Aker Solutions is a leading global oil services company with more than 150 years of industrial history and successful development. Today we have over 23,000 employees in over 30 countries. We are a growing company in developing markets and emerging regions. In North America, Aker Solutions operates eight business units creating many opportunities for our employees and customers. By joining Aker Solutions, you will work as a valued member of the team tackling challenging work and looking for opportunities to innovate. Most positions enjoy a business casual environment and flexible work schedule with competitive benefits beginning your first day.We are an Equal Opportunity Employer and do not discriminate against applicants due to race, ethnicity, gender, veteran status, or on the basis of disability or any other federal, state or local protected class.	0	0	0	Full-time			Mechanical or Industrial Engineering	Engineering	1
12415	3186	Payroll Data Coordinator Positions - Earn $100-$200 Daily 	US, KS, Abbyville 				We are a full-service marketing and staffing firm, serving companies ranging from Fortune 100 to new start-up organizations. We work with job seekers in an equally broad range, from light industrial temporary workers to executive level candidates.Are you looking for a Work from Home Opportunity where you can earn up to $2500 and more per week? Our Online Service Representative position would be perfect for you!- Set your own hours - Make money every time you decide to work - Work remotely from home - Get paid weekly - If you have a computer with internet, this is for you	RequirementsAll you need is access to the Internet and you can participate. Computer with Internet access, valid email address, good typing skills   	This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOWIf you fit the above description and meet the requirements, please apply stating your locationApply at: #EMAIL_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534#	0	0	0						1
12425	1701	Cruise Staff Wanted *URGENT*	US, NY, MANHATTAN				6* Ultra Luxury American Cruise Company is urgently looking for the following positions:*Hospitality - For the many Bars &amp; Restaurants on board.*Retail - For the Duty FREE Shops &amp; Boutiques on board.*housekeeping - For the Housekeeping &amp; Cleaning jobs.*Office Admin - For the Front desk &amp; Tour booking jobs*Other Positions - DJ's, Security Staff, Photographers &amp; Nannies.Vessel type or operation: 6* Ultra Luxury Cruise.Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.Job Type: Perm.Sailing Area: World wide.Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!Job Description:A 6* Ultra Luxury Cruise Company are looking to recruit hardworking, enthusiastic cruise personal. This exciting opportunity is available to candidates who are willing to Learn, work &amp; are flexible.Candidate will also have Some Customer Service Skills, skills in Public Relations and are Good English speakers. Rotation is 4 months on 2 months off. Great Salary in Euros (TAX FREE) Pay is discussed via communication after full application proccess.If you are looking for a new adventure.. APPLY TODAY!Please send your resume to: #EMAIL_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b# (coppy &amp; paste this e-mail address)We will contact you shortly after within 24 hours.Looking forward to have you Aboard.Adrian WestDept. Rec.	Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.	Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!	0	0	0	Full-time			Leisure, Travel & Tourism		1
12458	2617	Developer and Database Administrator  Pittsburgh, PA	US, PA, Pittsburgh				This position is a mixture of Developer and Database administrator. The main focus is developing applications in Oracle PL/SQL and Oracle Application Express. Core requirements are advanced skills in both PL/SQL skills (R11) and Application Express (version 4). Also, Java experience is also required.A secondary role is to provide light Oracle database administration. Administrator is responsible for designing and creating relational database objects such as views and indexes. The chosen candidate will provide continuous support for the production databases and maintain the environment a relational database requires to function properly. Detailed Description · Develop applications in PL/SQL and Application Express· Interface Java with COBOL via ODBC, which connects with Enterprise software Rubicon· Solid communication and business analyst skills that result in developing applications with proven ROI and business improvement· Review physical database structures · Enforce IT database standards, guidelines and operational policies and procedures · Review performance, maintenance and utilities associated with each structure such as reorganizations, loads and unloads· Review routine backup and export logs · Review SQL performance and implement tuning as needed · Review application''s access to the database structures · Routinely test backup and recovery strategies · Review, where required, the purge and/or archive criteria for historical data · Monitor and correct database performance issues · Develop, test and implement database migration plans · Perform database software patches and upgrades · Perform routine monitoring and tuning of databases to insure continuous database operations such as database storage, memory, CPU, network usage, and I/O contention · Insure appropriate users are in place with the appropriate security levels · Evaluate and test new database features and/or functionality · Perform database maintenance functions · Move, rebuild, or change database objects as required in production · Start and stop database instances · Providing assistance in the development of the conceptual and logical database design · Participate in database migration reviews · Review application to enhance performance tuning · Provide technical assistance to other team members · Provide ongoing database support in the production environment · Review daily regulatory change reports such as SOX change changes· Collect historical database performance data · Perform other duties as required· Willingness to evolve functional and technical skills related to Oracle E-Business Suite, EBSPerform other duties as required 	Job Requirements EXPERIENCE· Minimum of 5 years of experience in PL/SQL development is required· Minimum of 3 years of experience of oracle development is required· Minimum of 2 years of experience with Oracle Application Express is highly desirable· Minimum of 2 years of Developer-level DBA skills is highly desirable· Minimum of 2 years of development in a Linux environment is highly desirableEDUCATION· Typically, a Bachelor''s Degree in Information Systems, Information Technology, or another related discipline is required. · A combination of relevant work experience and education will be considered in lieu of a bachelor’s degree.Candidate Must Have : 5 years exp. in PL/SQL development,3 years exp. of Oracle development,Combination of relevant work experience and education will be considered in lieu of bachelor''s degree.Additional Information : 2 years exp. in Oracle Application Express highly desirableYears of Experiance:5+Education Level:Bachelor's Degree	Salary:82K	0	0	0						1
12466	11551	SEO Analysis	US, CA, San Mateo	Information Technology		Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            	Seeking an SEO Analyst to drive traffic from organic search.  The ideal candidate will be extremely detail oriented with SEO or online Marketing Campaign Management experience.  This is great ground floor opportunity to join a Nascent Digital Marketing team to establish new processes.  You will work with accomplished B2C and B2B digital marketers to bring your expertise to this best-in-class team. Responsibilities: Owning and growing our organic content marketing.Internal usage of company platform.Analysis of organic rankings volatility.Backlink management.Landing page optimization for search engine rankings.Tracking social metrics. 	Qualifications: 2+ years of experience with proven SEO results.Solid understanding of SEO and HTML.Strong forensics, problem solving, and analytical skills.Ability to work cross-functionally with product, marketing, and design teams.Proficiency in site analytics, Google Analytics preferred.Self-starter/self-motivated, capable of staying on track and pursuing solutions without supervision.Ability to work under pressure, meet deadlines and handle multiple projects simultaneously. Preferred Qualifications: Experience in a B2B SaaS company.Experience with Drupal, Wordpress and Marketo.Engineering background. 		0	1	1	Full-time	Mid-Senior level	Bachelor's Degree	Marketing and Advertising	Information Technology	1
12471	7474	franciscan st. francis health	US, IN, Indianapolis				Apply using below link#URL_ff6a6560a6c8ffc9abc8638514eca2d0076d78dad46770ded91d352ed994fcff#Work alongside the greatest healer of all time.St. Francis Health is part of Franciscan Alliance, a trusted leader in providing faith-based, integrated health care. Franciscan Alliance brings together the latest technology, innovative procedures and the brightest, most compassionate people to serve our patients in Indiana, Illinois and Michigan. Throughout our 13 hospitals and many medical practices, we offer a number of nationally recognized Centers of Health Care Excellence.We're currently seeking candidates for the following nursing positions:Indianapolis, INClinical Nurse Advocates - Operating Room - Req. ID 35895Qualified candidates for this position must be an Indiana licensed RN from an accredited nursing program. BSN preferred; OR experience is required.Clinical Nurse Advocates - CVOR - Req. ID 35479Qualified candidates for this position must possess a diploma, BSN, or higher degree in nursing from an accredited school or program. A current Indiana RN license is required. Cardiovascular experience is preferred. Must have experience in the operating room environment scrubbing and circulating.Carmel, INClinical Nurse Advocates - Operating Room - Req. ID 35280Qualified candidates for this position must be an Indiana licensed RN; BSN preferred. CNOR preferred. This RN will serve in both scrub and circulator roles. Must be able to accommodate flexible scheduling. Orthopedic and OR experience are required.Join a winning team of professionals today!To apply, please visit us online at  and reference the req. ID listed above.St. Francis Health is part of Franciscan Alliance. Equal Opportunity Employer			0	0	0	Full-time			Hospital & Health Care		1
